Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,410,Rep. of Korea,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,125000,,379928,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,760,Syria,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,578234,,1869103,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,372,Ireland,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,3376,,15337,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,480,Mauritius,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,746,,4579,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,288,Ghana,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,309979,,1140488,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,768,Togo,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,11922,,43865,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,384,Côte d'Ivoire,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,11922,,32155,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,466,Mali,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,49179,,169846,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,608,Philippines,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,35243,,179097,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,566,Nigeria,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,904023,,3428524,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,458,Malaysia,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,57312,,187710,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,498,Rep. of Moldova,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,10500,,46489,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,703,Slovakia,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,1094,,4848,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,531,Curaçao,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,16000,,44364,,,0
HS,2014,201411,Nov-14,4,0,2,Exports,56,Belgium,,132,Cabo Verde,,,,,,,,,402,Milk and cream; concentrated or containing added sugar or other sweetening matter,,,,,,,255165,,1100165,,,0
