Year,Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
2014,201405,Imports,Belgium,United Kingdom,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,1298287
2014,201410,Exports,Belgium,Luxembourg,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,1295441
2014,201407,Exports,Belgium,Australia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,38612
2014,201408,Imports,Belgium,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,905593
2014,201407,Exports,Belgium,Bosnia Herzegovina,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,65411
2014,201405,Imports,Belgium,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,34968040
2014,201412,Exports,Belgium,United Kingdom,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,841916
2014,201406,Exports,Belgium,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,20757660
2014,201406,Exports,Belgium,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,17604689
2014,201401,Exports,Belgium,Mauritania,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,108376
2014,201405,Exports,Belgium,Cabo Verde,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,580693
2014,201410,Imports,Belgium,Switzerland,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,147392
2014,201401,Exports,Belgium,Mauritius,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,266705
2014,201403,Exports,Belgium,Switzerland,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,250921
2014,201407,Imports,Belgium,Germany,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,9164085
2014,201405,Exports,Belgium,Egypt,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,2283152
2014,201407,Exports,Belgium,Bulgaria,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,407895
2014,201406,Imports,Belgium,Luxembourg,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,2540
2014,201409,Exports,Belgium,Egypt,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,2500800
2014,201409,Exports,Belgium,Burkina Faso,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,55424
2014,201407,Exports,Belgium,Chile,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,1186
2014,201405,Exports,Belgium,Congo,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,62959
2014,201409,Exports,Belgium,Greece,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,873009
2014,201412,Exports,Belgium,Sudan,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,237606
2014,201412,Exports,Belgium,Syria,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,342445
2014,201405,Exports,Belgium,Yemen,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,211545
2014,201405,Exports,Belgium,Greece,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,810849
2014,201405,Exports,Belgium,Dem.Rep. of the Congo,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,2293
2014,201403,Exports,Belgium,Norway,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,34
2014,201407,Exports,Belgium,Estonia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,66
2014,201406,Imports,Belgium,Spain,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,17147
2014,201409,Exports,Belgium,Guyana,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,48451
2014,201409,Exports,Belgium,Haiti,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,136208
2014,201410,Imports,Belgium,United States of America,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,65996
2014,201412,Exports,Belgium,Togo,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,43369
2014,201406,Exports,Belgium,Ghana,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,973336
2014,201405,Exports,Belgium,Croatia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,210828
2014,201409,Exports,Belgium,Hungary,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,41004
2014,201412,Exports,Belgium,United Arab Emirates,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,352530
2014,201406,Exports,Belgium,Greece,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,1398229
2014,201409,Exports,Belgium,"China, Hong Kong SAR",Milk and cream; concentrated or containing added sugar or other sweetening matter,402,97929
2014,201403,Exports,Belgium,Bunkers,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,29
2014,201409,Exports,Belgium,Portugal,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,140917
2014,201405,Exports,Belgium,Portugal,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,14858
2014,201406,Imports,Belgium,Italy,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,58870
2014,201409,Exports,Belgium,Indonesia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,1306020
2014,201403,Exports,Belgium,United States of America,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,6155
2014,201412,Exports,Belgium,Turkey,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,59744
2014,201406,Exports,Belgium,Guinea,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,829392
2014,201405,Exports,Belgium,Dominican Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,116
2014,201402,Exports,Belgium,Austria,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,116496
2014,201406,Exports,Belgium,Guyana,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,54579
2014,201406,Exports,Belgium,Haiti,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,51389
2014,201405,Imports,Belgium,Norway,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,46477
2014,201409,Exports,Belgium,Burundi,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,919
2014,201410,Exports,Belgium,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,154385
2014,201408,Imports,Belgium,Italy,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,319723
2014,201408,Imports,Belgium,United Kingdom,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,956444
2014,201409,Exports,Belgium,Cameroon,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,49735
2014,201412,Exports,Belgium,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,17343855
2014,201406,Exports,Belgium,Ukraine,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,139
2014,201405,Imports,Belgium,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,27760831
2014,201409,Exports,Belgium,Cabo Verde,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,95983
2014,201409,Exports,Belgium,Chad,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,18445
2014,201409,Exports,Belgium,Chile,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,14931
2014,201410,Exports,Belgium,United Kingdom,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,705289
2014,201408,Imports,Belgium,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,34450353
2014,201412,Exports,Belgium,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,19839562
2014,201405,Exports,Belgium,Luxembourg,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,1077235
2014,201405,Imports,Belgium,Switzerland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,5476
2014,201409,Exports,Belgium,China,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,324690
2014,201410,Exports,Belgium,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,17054246
2014,201406,Exports,Belgium,Hungary,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,90374
2014,201406,Exports,Belgium,"Other Asia, nes",Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,20881
2014,201406,Exports,Belgium,Norway,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,3
2014,201409,Exports,Belgium,Dem.Rep. of the Congo,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,30571
2014,201412,Exports,Belgium,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,18513932
2014,201408,Imports,Belgium,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,9095766
2014,201405,Exports,Belgium,United Kingdom,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,1382077
2014,201408,Imports,Belgium,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,11637591
2014,201409,Exports,Belgium,Croatia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,180640
2014,201410,Exports,Belgium,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,16382610
2014,201402,Imports,Belgium,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,12610760
2014,201406,Exports,Belgium,Bunkers,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,4190
2014,201406,Imports,Belgium,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,12021118
2014,201405,Exports,Belgium,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,20221108
2014,201406,Exports,Belgium,Denmark,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,230701
2014,201406,Exports,Belgium,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,4528
2014,201409,Exports,Belgium,Dominica,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,16503
2014,201410,Imports,Belgium,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,20994777
2014,201410,Exports,Belgium,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,20140066
2014,201401,Exports,Belgium,Ghana,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,139523
2014,201409,Exports,Belgium,Estonia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,144
2014,201407,Imports,Belgium,Luxembourg,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,186934
2014,201407,Exports,Belgium,Gambia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,17443
2014,201406,Exports,Belgium,"China, Hong Kong SAR",Milk and cream; concentrated or containing added sugar or other sweetening matter,402,182504
2014,201401,Exports,Belgium,Oman,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,34704
2014,201405,Exports,Belgium,Ethiopia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,11458
2014,201406,Imports,Belgium,United Kingdom,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,6258597
2014,201409,Exports,Belgium,Austria,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,93601
2014,201405,Exports,Belgium,Denmark,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,711237
2014,201406,Exports,Belgium,Indonesia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,1455504
2014,201404,Exports,Belgium,Switzerland,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,182747
2014,201412,Exports,Belgium,Egypt,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,650789
2014,201405,Exports,Belgium,Czech Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,28473
2014,201401,Exports,Belgium,Nigeria,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,1240832
2014,201405,Exports,Belgium,Finland,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,584
2014,201406,Imports,Belgium,Germany,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,10417746
2014,201412,Exports,Belgium,Yemen,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,783077
2014,201406,Exports,Belgium,Ireland,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,17499
2014,201401,Exports,Belgium,Peru,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,684
2014,201409,Exports,Belgium,Sweden,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,260372
2014,201405,Exports,Belgium,French Polynesia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,3130
2014,201412,Exports,Belgium,Greece,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,920748
2014,201401,Exports,Belgium,Philippines,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,646043
2014,201401,Exports,Belgium,Qatar,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,168780
2014,201405,Exports,Belgium,Gabon,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,164949
2014,201407,Exports,Belgium,Ghana,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,163129
2014,201407,Exports,Belgium,Grenada,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,35006
2014,201406,Exports,Belgium,Czech Rep.,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,109204
2014,201401,Exports,Belgium,Grenada,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,16314
2014,201401,Exports,Belgium,Guyana,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,2683
2014,201407,Exports,Belgium,Guinea,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,14384
2014,201407,Exports,Belgium,Guyana,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,2464
2014,201401,Exports,Belgium,Hungary,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,187379
2014,201405,Exports,Belgium,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,26189139
2014,201409,Exports,Belgium,Romania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,62943
2014,201409,Exports,Belgium,Finland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,3
2014,201407,Exports,Belgium,"China, Hong Kong SAR",Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,127537
2014,201406,Exports,Belgium,Austria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,4353
2014,201409,Exports,Belgium,French Polynesia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,51474
2014,201409,Exports,Belgium,Djibouti,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,16746
2014,201409,Exports,Belgium,Gabon,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,18191
2014,201403,Exports,Belgium,Italy,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,2012634
2014,201409,Exports,Belgium,Ghana,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,107569
2014,201409,Exports,Belgium,Rwanda,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,88
2014,201406,Exports,Belgium,Sweden,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,7161
2014,201405,Exports,Belgium,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,22641393
2014,201405,Exports,Belgium,Georgia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,229870
2014,201405,Exports,Belgium,Sweden,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,231084
2014,201412,Exports,Belgium,Bangladesh,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,86862
2014,201406,Exports,Belgium,Israel,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,1300966
2014,201405,Exports,Belgium,Ghana,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,862244
2014,201406,Imports,Belgium,Netherlands,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,11436489
2014,201401,Exports,Belgium,Romania,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,183705
2014,201409,Exports,Belgium,Poland,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,400837
2014,201405,Exports,Belgium,Guinea,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,315614
2014,201405,Exports,Belgium,Haiti,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,96879
2014,201409,Exports,Belgium,Czech Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,56124
2014,201412,Exports,Belgium,Denmark,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,110963
2014,201401,Exports,Belgium,Russian Federation,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,2101506
2014,201405,Exports,Belgium,Honduras,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,1246678
2014,201405,Exports,Belgium,"China, Hong Kong SAR",Milk and cream; concentrated or containing added sugar or other sweetening matter,402,55418
2014,201412,Exports,Belgium,Bulgaria,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,50877
2014,201406,Exports,Belgium,Jamaica,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,36440
2014,201406,Exports,Belgium,Japan,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,784520
2014,201409,Exports,Belgium,Luxembourg,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,277749
2014,201405,Exports,Belgium,Austria,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,263851
2014,201401,Exports,Belgium,Rwanda,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,9894
2014,201412,Exports,Belgium,Burundi,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,3542
2014,201406,Exports,Belgium,Jordan,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,534916
2014,201405,Exports,Belgium,Hungary,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,13349
2014,201409,Exports,Belgium,Denmark,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,456955
2014,201412,Exports,Belgium,Portugal,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,1323
2014,201406,Exports,Belgium,Kenya,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,551
2014,201401,Exports,Belgium,Saudi Arabia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,566622
2014,201407,Exports,Belgium,Italy,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,6431266
2014,201405,Exports,Belgium,Poland,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,136117
2014,201412,Exports,Belgium,Cameroon,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,181112
2014,201406,Exports,Belgium,Rep. of Korea,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,93480
2014,201409,Exports,Belgium,Italy,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,6287214
2014,201405,Exports,Belgium,Indonesia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,2933899
2014,201412,Exports,Belgium,Cabo Verde,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,683229
2014,201412,Exports,Belgium,Central African Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,2737
2014,201406,Exports,Belgium,Kuwait,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,378627
2014,201412,Exports,Belgium,Sweden,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,329625
2014,201412,Exports,Belgium,Chad,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,49691
2014,201406,Exports,Belgium,Lebanon,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,1099588
2014,201403,Exports,Belgium,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,125642
2014,201401,Exports,Belgium,Ireland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,4015
2014,201412,Exports,Belgium,Norway,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,1
2014,201406,Exports,Belgium,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,715902
2014,201409,Exports,Belgium,Serbia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,168133
2014,201409,Exports,Belgium,Seychelles,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,34864
2014,201405,Exports,Belgium,"Other Asia, nes",Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,21097
2014,201409,Exports,Belgium,Sierra Leone,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,16895
2014,201401,Exports,Belgium,Côte d'Ivoire,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,51866
2014,201406,Imports,Belgium,Finland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,10189
2014,201405,Exports,Belgium,Norway,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,4
2014,201409,Exports,Belgium,Slovakia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,11023
2014,201406,Imports,Belgium,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,222872
2014,201406,Imports,Belgium,Greece,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,267
2014,201405,Exports,Belgium,Angola,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,613506
2014,201403,Exports,Belgium,United Kingdom,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,662979
2014,201406,Imports,Belgium,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,57825
2014,201401,Exports,Belgium,Jordan,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,94767
2014,201405,Exports,Belgium,Antigua and Barbuda,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,16895
2014,201401,Exports,Belgium,Singapore,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,841992
2014,201407,Exports,Belgium,Luxembourg,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,405060
2014,201402,Exports,Belgium,Hungary,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,792
2014,201412,Exports,Belgium,China,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,202024
2014,201406,Exports,Belgium,Latvia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,200282
2014,201401,Exports,Belgium,Slovakia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,3844
2014,201408,Exports,Belgium,Algeria,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,6137182
2014,201408,Exports,Belgium,Angola,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,10096
2014,201405,Exports,Belgium,Italy,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,4288973
2014,201408,Exports,Belgium,Azerbaijan,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,144286
2014,201412,Exports,Belgium,Austria,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,195859
2014,201409,Exports,Belgium,Spain,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,947167
2014,201407,Exports,Belgium,United Kingdom,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,5824177
2014,201402,Exports,Belgium,Czech Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,7210
2014,201412,Exports,Belgium,Congo,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,8042
2014,201406,Exports,Belgium,Lithuania,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,185
2014,201401,Exports,Belgium,Viet Nam,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,1147276
2014,201409,Exports,Belgium,United Kingdom,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,4221791
2014,201405,Exports,Belgium,Spain,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,1592062
2014,201408,Exports,Belgium,Bahrain,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,33846
2014,201412,Exports,Belgium,Dem.Rep. of the Congo,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,648
2014,201406,Exports,Belgium,Malaysia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,336202
2014,201408,Exports,Belgium,Bangladesh,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,418947
2014,201412,Exports,Belgium,Poland,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,183166
2014,201402,Exports,Belgium,Denmark,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,247873
2014,201407,Exports,Belgium,China,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,230735
2014,201412,Exports,Belgium,Hungary,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,70176
2014,201408,Imports,Belgium,Switzerland,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,168571
2014,201409,Exports,Belgium,Germany,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,2322915
2014,201407,Exports,Belgium,Netherlands,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,13305327
2014,201407,Exports,Belgium,Hungary,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,14964
2014,201412,Exports,Belgium,Indonesia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,4954796
2014,201407,Exports,Belgium,Congo,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,317795
2014,201406,Exports,Belgium,Mauritania,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,232552
2014,201409,Imports,Belgium,Norway,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,4806
2014,201407,Exports,Belgium,Indonesia,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,2670490
2014,201402,Exports,Belgium,Poland,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,35464
2014,201406,Exports,Belgium,Mexico,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,57
2014,201403,Imports,Belgium,Norway,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,2536
2014,201412,Exports,Belgium,Iraq,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,629349
2014,201412,Exports,Belgium,Luxembourg,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,460430
2014,201407,Exports,Belgium,Dem.Rep. of the Congo,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,31961
2014,201407,Exports,Belgium,Germany,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,2154576
2014,201407,Exports,Belgium,Iraq,Milk and cream; concentrated or containing added sugar or other sweetening matter,402,817967
2014,201403,Exports,Belgium,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,20214891
2014,201409,Exports,Belgium,Slovenia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,149782
2014,201405,Exports,Belgium,Australia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,39104
2014,201405,Exports,Belgium,Slovenia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,304479
2014,201401,Exports,Belgium,Kuwait,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,74063
2014,201405,Exports,Belgium,Somalia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,2765
2014,201405,Exports,Belgium,Bosnia Herzegovina,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,25
2014,201403,Exports,Belgium,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,19668266
2014,201409,Exports,Belgium,Suriname,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,6688
2014,201411,Imports,Belgium,Norway,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,41655
2014,201401,Exports,Belgium,Liberia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,5496
2014,201401,Exports,Belgium,Libya,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,393532
2014,201409,Exports,Belgium,Togo,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,14879
2014,201405,Exports,Belgium,Bulgaria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,2121
2014,201405,Exports,Belgium,United Arab Emirates,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,21045
2014,201405,Exports,Belgium,Burundi,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,1217
2014,201403,Exports,Belgium,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,20728046
2014,201407,Imports,Belgium,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,31301482
2014,201401,Exports,Belgium,Maldives,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,401,2819
